psraid,sample,int_date,lang,comp,version,form,qs1,live1,q1a,q1b,q1c,q1d,q1e,q1f,q1g,q1h,q1i,q2a,q2b,q2c,q2d,q2e,q3a,q3b,q3c,q3d,q3e,q3f,eminuse,intmob,home3nw,bbhome1,bbhome2,device1a,smart1,smart2,snsint2,device1b,device1c,device1d,devicehha,devicehhb,devicehhc,devicehhd,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q5,q6a,q6b,q6c,q6d,q6e,q6f,q6g,q6h,q7a,q7b,q7c,q7d,q8,q9,q10a,q10b,q10c,q10d,q10e,q10f,q10g,libusea,libuseb,libusec,libmob,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q11h,reg,oftvote,sex,age,marital,par,kidage1,educ2,emplnw,disa,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,inc,party,partyln,ideo,hh1,hh3,ql1a,qc1,fips,usr,cregion,state,density,weight,standwt
205856,2,101116,1,1,1,1,2,3,2,4,4,2,4,2,2,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,2,2,2,0,1,0,2,1,1,2,1,1,1,3,2,2,2,2,2,2,2,2,1,2,4,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,4,2,25,6,1,1,5,4,2,2,2, , , , ,2,2, ,3,3,2, ,1,45079,S,3,45,3,5.79411764705882,2.03788796229251
205863,2,101116,1,1,1,1,2,4,4,1,4,3,4,2,3,2,2,4,3,1,4,4,1,1,1,2,1,2,2,2, , , , ,2, , ,2,2,2,0,0,0,0,2,2, ,4,1,2,4, ,1, ,1,1,1,2,1,4,3,2,4,2,1,3,1,1,1,1,1,1,2,2,3,3, ,2,2,2,2,2,1,2,1,3, ,1,66,5,2, ,3,3,2,2,1, , , , ,2,1, ,1,1, , ,2,45027,R,3,45,1,3.47058823529412,1.22066385558638
205866,2,101116,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,4,1,4,4,2,1,2,1,1,1,1,1,1,2, , ,1, ,1,2,2,1,4,2,3,98,4,4,4,4,1,4,2,2,2,4,1,1,2,4,1,1,2,1,4,4,1,4,1,1,1,1,1,1,2,1,2,3, ,1,2,2,2,2,2,2,2,1,1,1,62,1,2, ,4,3,2,2,2,5, , , ,4,2, ,4,4,4, ,2,39113,S,2,39,4,3.26470588235294,1.14825159296685
205875,2,101116,1,1,1,2,2,4,2,1,2,2,1,2,4,3,1,4,2,1,4,4,2,1,1,1,1,2,1,1,1,2, , , ,1,1,2,2,1,2,1,2,0,2,2,3,2,2,4,2,3,4,4,2,2,4,4,2,2,4,2,4,4,1,4,1,1,1,1,1,1,2,2,3,3, ,2,2,2,2,2,2,2,2,1,1,1,66,1,2, ,6,3,1,2,1, , , , ,8,3,1,2,2,2, ,2,48021,S,3,48,1,1.11764705882353,.393095139934596
205878,2,101116,1,1,1,2,2,3,4,4,4,3,4,1,4,4,4,3,3,3,4,3,2,1,1,1,1,1,1,1,1,2, , , ,1,1,1,2,1,4,6,3,0,4,1,1,1,4,1,4,1,3,4,4,2,3,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,24,6,2, ,4,3,2,1,1, , , ,1,6,3,1,3,7,5, ,1,12091,S,3,12,2,4.35294117647059,1.53100212395579
205881,2,101116,1,1,1,2,2,3,2,4,2,2,3,1,3,2,3,1,4,2,4,1,2,1,1,1,1,1,1,1,2, , , , ,1,1,1,1,1,1,1,1,0,2,2, ,1,2,4,4,1,2,2,1,2,2,2,2,2,1,2,2,4,2,2,1,1,1,1,1,1,2,2,3,3, ,1,1,2,2,1,1,2,1,3, ,2,33,1,2, ,4,1,2,2,1, , , , ,5,4,8,9,2,2, ,2,34041,S,1,34,2,5.79411764705882,2.03788796229251
205884,2,101116,1,1,1,2,2,4,1,1,4,1,2,1,2,2,2,4,3,1,4,4,1,1,1,1,1,1,1,1,1,2, , , ,1,2,1,1,1,4,2,1,2,1,2,1,1,4,4,1,1,1, ,3,1,1,2,2,2,1,4,4,1,1,3,1,1,1,1,1,1,2,2,2,3, ,2,2,2,2,2,2,2,2,1,1,2,43,1,1,0,7,2,2,2,2, , , , ,5,2, ,3,3,2, ,1,37183,S,3,37,4,2.55882352941176,.899980978271312
205885,2,101116,1,1,1,1,2,3,2,2,2,2,3,2,2,3,4,4,2,1,2,2,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,2,1,2,1,3,1,4,2,2,1,4,3,2,1,3,4,2,2,2,3,2,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,3,3, ,1,2,2,1,2,1,2,1,1,1,1,31,6,2, ,6,1,2,2,1, , , , ,7,1, ,2,2,2, ,1,18141,U,2,18,3,1.38235294117647,.486196620445421
205886,2,101116,1,1,1,2,2,2,1,2,3,2,1,3,2,3,2,2,1,1,4,4,2,1,1,1,1,2,1,1,1,2, , , ,1,1,1,1,1,2,5,1,3,4,2,4,1,4,4,4,1,2,3,2,2,3,2,2,2,1,3,3,2,1,4,2,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,1,1,38,1,1,1,6,1,2,2,1, , , , ,9,3,2,3,4,2, ,1,12057,S,3,12,4,2.11764705882353,.744811844086603
205887,2,101116,1,1,1,1,2,3,4,4,4,3,3,3,4,4,4,2,4,2,1,8,2,1,1,2,2,1,1,1,2, , , ,1, ,2,2,2,2,4,98,3,0,4,1, ,4,4,4,3,1,2, ,2,4,3,2,2,8,1,3,4,1,1,4,1,1,1,1,1,1,8,9,1,3,2,1,1,2,2,2,1,8,1,1,2,1,39,1,1,1,6,1,2,2,1,5, , , ,99,1, ,4,3,2, ,1,36059,S,1,36,5,1.73529411764706,.610331927793188
205888,2,101116,1,1,1,1,2,2,3,2,1,2,1,2,2,2,2,4,3,2,1,2,2,1,2,1,1,1,2,2, , , , ,2, , ,2,2,2,1,1,1,0,4,1, ,4,4,4,4, ,1, ,4,4,1,4,2,1,2,2,2,2,9,2,9,1,1,9,2,1,9,2,3,3, ,1,1,1,2,2,1,2,1,1,1,1,58,1,2, ,3,1,2,2,1, , , , ,3,3,9,3,2,2, ,1,39017,S,2,39,3,2.88235294117647,1.01377167667343
205900,2,101116,1,1,1,2,2,3,1,4,2,1,2,2,1,2,2,2,2,4,4,2,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,3,3,2,2,2,1,2,1,4,4,2,2,4,4,2,4,4,4,1,4,1,1,4,2,1,3,2,2,1,1,1,1,2,2,2,3, ,2,2,2,2,2,2,2,2,3, ,1,42,2,1,0,4,1,2,2,1, , , , ,7,3,1,1,3,2, ,2,53071,R,4,53,1,4.38235294117647,1.54134673290144
205901,2,101116,1,1,1,1,2,3,1,1,3,2,1,1,1,1,1,4,2,1,4,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,1,1,1,2,2,3,1,2,2,4,4,2,2,4,1,2,3,3,1,2,2,1,2,2,2,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,62,3,2, ,7,1,2,2,1, , , , ,7,1, ,2,1, , ,2,35049,S,4,35,1,1.5,.52757505622801
205910,2,101116,1,1,1,1,2,4,1,1,4,1,2,1,1,2,2,1,2,1,4,1,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,1,1,8,0,1,3,3,2,9,2,3,1,2,2,2,2,2,3,3,3,1,1,4,2,1,3,1,2,1,1,1,1,2,1,3,3, ,1,2,2,1,2,2,2,1,1,1,2,67,6,2, ,8,3,2,2,1, , , , ,6,2, ,4,1, , ,2,6029,S,4,6,1,1.11764705882353,.393095139934596
205939,2,101116,1,1,1,2,2,1,1,2,1,1,1,1,1,1,3,1,1,1,1,3,1,2,8,1,1,1,1,1,2, , , , ,1,1,1,1,1,5,3,2,4,1,1, ,1,1,2,2,3,2,2,3,1,1,1,2,2,1,1,1,1,1,3,1,1,1,1,1,1,1,3,3,3, ,1,1,1,1,1,1,2,1,3, ,1,22,6,1,1,3,1,2,1,7, , , ,3,98,2, ,2,3,2, ,2,4013,S,4,4,3,2.41176470588235,.848257933543076
205943,2,101116,1,1,1,1,2,2,2,1,1,2,1,1,2,2,1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,1,1,1,3,3,3,1,1,1,1,2,2,4,1,1,2,4,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,2,2,2,3, ,1,2,1,1,2,1,2,1,3, ,1,36,1,1,1,8,1,2,2,2, , , , ,8,3,2,3,5,2, ,1,35035,R,4,35,1,1.79411764705882,.631021145684483
205945,2,101116,1,1,1,1,2,4,1,1,4,1,1,1,2,2,1,2,2,2,4,4,2,1,1,1,8,1,1,1,1,8, , ,1, ,2,2,2,1,2,1,2,0,8,4,4,8,2,4,3,1,2, ,8,8,2,4,2,2,2,2,4,2,8,2,1,2,1,1,1,1,8,1,1,3,2,8,2,2,2,2,8,2,1,1,1,1,99,1,2, ,6,3,2,2,9, , , , ,99,8,1,2,1, , ,1,6037,U,4,6,5,1,.351716704152007
205959,2,101116,1,1,1,2,2,2,2,1,1,1,1,1,1,2,2,4,1,1,3,4,2,1,1,1,8,1,1,1,1,2, , , ,1,2,2,1,1,2,1,1,0,4,1,1,1,1,1,2,2,4, ,2,2,2,4,4,4,2,3,3,2,1,3,1,1,1,2,1,1,2,1,2,3, ,1,1,1,1,1,1,1,1,3, ,2,27,2,2, ,6,5,2,1,5, , , ,1,4,2, ,5,2,2, ,2,6001,U,4,6,5,3.26470588235294,1.14825159296685
205960,2,101116,1,1,1,1,2,2,1,2,3,3,4,3,2,3,1,2,1,1,4,3,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,2,1,2,1,4,3,1,3,4,2,3,1,1,3,2,1,1,1,1,3,2,1,3,2,1,3,1,2,1,1,1,1,2,1,2,3, ,1,2,2,2,2,2,2,1,1,1,1,61,1,2, ,8,2,2,2,1, , , , ,8,2, ,4,2,2, ,1,6001,U,4,6,5,1.29411764705882,.45516279360848
205970,2,102016,1,1,1,1,2,1,2,1,4,1,1,2,1,1,2,1,4,1,2,3,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,1,2,1,2,0,2,0,3,2,3,1,1,1,2,2,2,3,2,1,1,2,1,2,1,2,3,1,1,1,1,1,1,1,1,1,2,1,3,1, ,1,1,1,1,1,1,2,1,1,2,2,34,6,1,0,6,1,2,2,1, , , , ,3,2, ,4,3,2, ,2,42077,U,1,42,4,2.73529411764706,.962048631945196
205974,2,101216,1,1,1,2,2,3,2,2,4,4,2,2,3,3,4,4,3,1,3,1,1,1,1,1,1,1,1,1,1,4, , , ,1,2,2,2,2,2,2,0,0,1,3,1,1,3,3,1,1,4, ,2,3,3,3,2,3,1,2,1,2,2,2,1,1,1,1,1,1,2,2,3,3, ,2,2,2,2,2,2,2,2,1,4,2,40,1,1,0,3,1,2,2,2, , , , ,3,2, ,3,3,2, ,2,12127,U,3,12,3,4.23529411764706,1.48962368817321
205988,2,101216,1,1,1,1,2,1,2,4,2,2,2,4,3,3,4,3,4,2,4,2,2,1,2,2,2,1,2,2, , , , ,8, , ,2,2,2,98,0,0,0,4,4, ,2,4,4,4, ,2, ,4,4,2,2,2,2,2,2,2,2,9,3,2,2,2,2,2,2,2,3,3,3, ,2,2,2,2,2,2,2,2,3, ,2,99,5,1,1,2,6,1,2,2, , , , ,98,3,2,8,99,2, ,1,12127,U,3,12,3,4.14705882352941,1.45858986133626
205989,2,101416,1,1,1,2,2,3,2,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,1,1,1,1,1,1,1,3,1,3,1,3,2,3,3,2,3,3,1,2,1,1,2,1,1,3,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,80,5,2, ,5,3,2,2,1, , , , ,6,3,1,2,1, , ,1,13051,U,3,13,3,1.67647058823529,.589642709901894
205993,2,110216,2,1,1,2,2,3,2,2,2,1,2,1,1,2,3,2,2,2,1,2,2,1,2,1,2,1,1,1,1,2, , , ,1,1,2,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,4,1,1,1,1,1,1,2,1,2,3, ,1,1,1,2,1,1,1,1,3, ,2,49,3,2, ,1,4,2,1,7, , , ,3,2,8,2,3,2,2, ,2,18097,U,2,18,5,3.11764705882353,1.09652854823861
205995,2,102616,1,1,1,1,2,4,3,1,1,2,2,3,2,2,1,4,3,2,4,3,1,1,1,1,1,1,1,1,1,2, , ,1, ,2,2,1,1,2,2,2,0,3,4,1,4,1,2,4,1,4, ,2,2,4,4,2,4,1,3,3,3,2,3,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,38,1,1,1,8,1,2,2,1, , , , ,8,3,8,2,4,2, ,2,13073,S,3,13,3,1.70588235294118,.599987318847541
206010,2,101416,1,1,1,1,2,1,2,1,3,1,3,2,1,3,2,3,3,1,1,4,1,1,1,1,1,1,1,1,1,2, , ,1, ,2,2,1,1,2,1,3,0,4,1,4,2,1,4,4,1,2, ,1,2,2,2,1,2,1,4,2,1,1,1,1,1,1,1,1,1,2,2,3,3, ,1,1,1,2,2,1,1,1,2, ,1,59,1,2, ,6,1,2,2,1, , , , ,8,1, ,2,2,2, ,2,41047,U,4,41,2,1.47058823529412,.517230447282363
206012,2,101816,1,1,1,1,2,1,2,1,3,1,1,1,2,3,1,4,1,1,4,4,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,2,0,2,2,1,2,3,3,2,4,2,1,2,3,1,4,2,1,1,1,3,2,4,2,1,3,1,1,1,1,1,1,2,2,3,3, ,2,2,1,1,2,1,2,1,1,1,2,61,1,2, ,3,1,2,1,7, , , ,1,3,3,1,2,2,2, ,2,4013,S,4,4,3,5.08823529411765,1.78961734759698
206018,2,101416,1,1,1,1,2,2,2,1,4,1,3,2,2,2,1,4,1,1,4,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,3,3,4,1,4,2,1,1,3,4,4,1,2,3,2,1,2,1,1,1,2,1,4,1,1,3,1,1,1,1,1,1,2,2,3,3, ,2,2,2,2,2,2,2,2,1,1,1,44,2,2, ,6,1,2,2,1, , , , ,8,2, ,5,3,3, ,1,53011,U,4,53,3,1.58823529411765,.558608883064952
206024,2,101816,1,1,1,2,2,3,1,2,2,4,1,4,1,1,1,8,2,1,4,4,2,1,1,1,1,1,1,1,1,2, , , ,1,1,1,1,1,3,2,4,2,4,3,4,1,4,4,4,1,2,4,2,2,2,2,2,2,1,4,1,4,1,3,1,1,1,1,1,1,2,1,3,3, ,1,2,2,1,2,1,2,1,1,1,2,47,5,1,0,8,1,2,2,1, , , , ,7,3,9,4,3,2, ,1,37195,R,3,37,2,2.02941176470588,.713778017249661
206033,2,101816,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,4,4,4,4,4,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,2,2,1,2,4,1,4,4,1,1,4,1,1,4,4,1,2,1,2,2,2,2,4,2,1,4,1,1,2,1,1,1,2,1,3,3, ,1,1,1,1,1,1,2,1,1,1,1,61,2,2, ,8,1,2,2,1, , , , ,9,2, ,5,2,2, ,2,36047,U,1,36,5,2.02941176470588,.713778017249661
206059,2,101816,1,1,1,1,2,2,4,4,4,2,4,4,2,1,4,2,2,2,4,3,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,2,1,2,0,4,2,4,2,4,2,3,1,1,2,4,4,2,4,4,2,1,1,4,4,1,4,1,1,2,1,1,1,2,1,1,3,1,1,2,1,1,2,1,2,1,2, ,2,40,4,1,0,6,1,2,2,1, , , , ,8,2, ,4,2,1, ,2,12103,S,3,12,5,2.85294117647059,1.00342706772778
206064,2,110616,1,1,1,1,2,3,2,4,2,2,1,4,4,4,4,3,2,1,4,4,1,1,2,1,1,1,1,1,1,2, , ,1, ,2,2,1,1,3,2,2,0,1,2,2,2,1,1,1,1,3, ,2,1,2,3,2,2,3,2,2,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,2,2,2,2,1,2,1,1,3,1,52,1,1,0,3,1,2,2,1, , , , ,8,3,8,1,3,2, ,2,47065,U,3,47,3,5.5,1.93444187283604
206074,2,101816,1,1,1,1,2,4,2,1,2,2,2,3,3,3,1,3,1,1,4,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,1,1,1,4,3,3,0,3,2,3,3,3,3,2,1,3,3,1,3,2,2,2,2,2,2,3,2,1,3,1,2,2,1,1,1,2,1,1,3,2,2,2,2,2,2,2,2,2,1,1,1,39,1,1,1,7,1,2,2,1, , , , ,5,1, ,1,5,2, ,2,37151,U,3,37,2,1.67647058823529,.589642709901894
206076,2,101816,1,1,1,1,2,1,2,1,1,3,1,1,1,4,1,1,3,1,1,3,1,1,1,1,1,1,2,1,2, , , ,1, ,1,2,2,2,3,0,0,0,1,1, ,1,1,1,1,1,2,1,1,2,2,2,3,4,3,1,4,1,1,4,1,1,1,1,1,1,1,2,3,3, ,1,2,2,2,1,1,2,2,2, ,1,50,1,2, ,3,2,1,2,2, , , , ,2,2, ,4,3,3, ,2,42101,U,1,42,5,5.79411764705882,2.03788796229251
206081,2,101816,1,1,1,2,2,4,2,2,1,1,2,2,1,2,2,4,3,1,4,2,2,1,1,1,1,1,1,1,1,2, , , ,1,2,2,1,1,2,2,5,0,3,1,3,2,3,3,2,1,3, ,1,1,3,3,3,3,1,3,1,1,1,3,1,1,1,1,1,1,2,1,3,3, ,1,2,2,1,2,1,2,1,1,2,1,38,1,1,0,6,1,2,2,1, , , , ,99,8,8,8,5,3, ,2,18035,U,2,18,2,2.05882352941176,.724122626195308
206083,2,101816,1,1,1,2,2,1,1,2,1,1,4,4,2,1,2,4,2,2,4,2,1,1,1,1,2,1,1,1,1,2, , , ,1,1,2,1,2,2,2,1,2,4,4,1,1,3,1,4,2,3,3,2,1,2,1,2,2,2,2,4,2,1,3,1,1,2,1,1,1,2,2,1,3,1,1,2,2,1,2,1,2,1,2, ,1,27,2,2, ,6,1,2,2,1, , , , ,7,3,2,3,2,2, ,2,27053,U,2,27,5,2.64705882352941,.931014805108254
206084,2,102016,1,1,1,1,2,1,1,1,2,3,1,4,2,3,2,4,1,1,4,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,2,1,2,1,5,2,1,0,2,3,1,3,1,1,2,1,1, ,3,1,3,1,1,1,3,1,4,3,1,2,1,2,1,1,1,1,2,1,3,3, ,1,1,1,1,1,1,2,1,3, ,2,39,2,2, ,3,4,2,2,2, , , , ,3,2, ,2,4,3, ,2,48201,U,3,48,5,5.79411764705882,2.03788796229251
206087,2,101816,1,1,1,2,2,3,2,1,3,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,1,2, , , ,1,1,1,1,1,2,1,0,0,1,2,1,1,2,1,2,2,2,2,2,1,1,2,2,3,2,3,2,2,2,2,1,1,1,1,1,2,2,2,3,3, ,1,1,1,1,1,1,1,1,1,3,2,56,1,2, ,4,6,1,1,1, , , ,1,5,1, ,2,2,2, ,2,24013,S,3,24,3,3.02941176470588,1.06549472140167
206088,2,102616,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,4,1,2,4,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,2,1,1,0,1,0,2,2,2,2,1,3,2,1,4,2,2,2,2,4,2,2,2,2,2,2,1,2,1,1,1,1,1,1,2,1,2,3, ,1,2,1,1,2,1,2,1,1,2,1,35,6,2, ,8,1,2,2,9, , , , ,6,3,1,2,3,3, ,2,44009,S,1,44,3,1.64705882352941,.579298100956247
206089,2,101916,1,1,1,2,2,3,4,4,4,4,4,4,2,4,4,1,1,1,1,1,2,1,1,2,2,2,2,2, , , , , ,2, ,2,2,2,0,0,0,0,4,4, ,4,4,4,4, ,4, ,4,4,2,4,4,4,2,4,1,3,2,3,2,1,1,1,1,1,2,3,3,3, ,2,2,2,2,2,2,2,2,1,4,1,99,6,2, ,3,4,2,1,2, , , ,2,8,3,2,4,2,2, ,2,42077,U,1,42,4,3.55882352941176,1.25169768242332
206090,2,101816,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,2,3,2,4,4,2,1,1,1,2,1,1,1,1,2, , ,1, ,1,2,1,1,2,3,2,3,3,2,1,2,3,3,3,1,3,2,1,1,2,2,1,1,1,1,3,3,1,3,2,2,1,1,1,1,2,2,3,3, ,1,2,2,2,2,2,2,1,1,3,1,31,1,1,2,6,1,2,2,1, , , , ,8,3,1,3,4,2, ,2,15003,S,4,15,4,1.88235294117647,.662054972521425
206098,2,101816,1,1,1,1,2,3,2,4,1,3,1,1,4,2,4,2,2,1,2,1,1,1,1,1,1,1,2,1,2, , , ,2, ,2,2,2,2,0,0,0,0,4,2, ,2,4,4,9,3,2, ,2,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,3,3,3, ,2,2,2,2,2,2,2,2,3, ,2,66,5,2, ,3,4,2,2,1, , , , ,2,3,9,3,1, , ,1,27013,R,2,27,1,1.55882352941176,.548264274119305
206101,2,101816,1,1,1,2,2,2,2,1,1,4,4,2,4,3,2,1,4,1,4,2,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,2,1,3,1,3,1,4,2,1,1,4,4,4,1,4,3,2,2,4,4,2,2,1,1,2,4,1,1,1,1,1,1,1,1,2,3,3,3, ,2,2,2,2,2,2,2,2,1,1,1,57,1,1,0,3,1,2,2,1, , , , ,8,3,1,2,4,2, ,2,13057,S,3,13,3,3.41176470588235,1.19997463769508
206102,2,101816,1,1,1,2,2,1,4,4,1,2,2,2,4,2,4,1,1,1,1,2,1,1,2,1,1,1,1,1,1,2, , , ,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,2,1,2,4,2,2,2,1,1,1,1,2,1,2,2,3,3, ,1,1,1,1,1,1,1,1,2, ,1,40,2,2, ,3,1,2,2,1, , , , ,1,1, ,3,2,1, ,1,22103,S,3,22,2,3.08823529411765,1.08618393929296
206103,2,102416,1,1,1,2,2,1,2,1,3,1,1,2,1,3,1,4,1,1,2,4,1,1,2,1,1,1,1,1,1,2, , , ,1,1,2,1,1,2,1,1,1,1,2,1,1,3,1,1,3,2,1,1,1,2,2,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,3,2,3, ,1,1,1,1,1,1,1,1,3, ,1,31,1,1,1,6,2,2,2,3, , , , ,6,2, ,4,3,2, ,2,19153,U,2,19,3,1.82352941176471,.64136575463013
206111,2,101916,2,1,1,2,2,1,3,1,2,2,1,2,1,2,2,4,3,1,2,4,1,1,1,1,1,1,1,1,1,4, , , ,1,1,2,1,1,1,1,0,0,2,1,1,4,1,1,1,3,2,2,2,2,2,4,1,3,1,4,4,2,1,4,1,1,1,1,1,1,2,2,3,3, ,1,1,2,2,2,1,2,1,3, ,1,47,3,2, ,3,1,2,1,2, , , ,2,3,2, ,5,1, , ,2,18097,U,2,18,5,3.26470588235294,1.14825159296685
206114,2,101816,1,1,1,1,2,1,1,2,3,1,1,1,1,2,1,1,2,1,4,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,1,2,1,1,2,2,1,4,1,1,1,2,3,3,1,1,2,3,3,2,1,1,4,1,1,4,1,1,2,1,1,1,2,1,1,3,1,1,1,1,1,2,1,1,1,1,1,2,44,3,1,0,6,1,2,2,2, , , , ,4,2, ,4,2,1, ,1,13089,S,3,13,5,1.82352941176471,.64136575463013
206125,2,103116,1,1,1,1,2,2,3,2,4,2,1,2,2,2,2,2,1,1,3,2,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,1,1,1,2,3,2,1,3,2,2,3,3,3,2,2,2,3,2,2,2,2,2,2,1,3,3,1,1,2,1,1,1,2,1,1,2,1,3,3, ,1,2,1,1,2,1,2,1,1,1,2,59,1,1,0,5,1,2,2,1, , , , ,9,2, ,3,4,2, ,1,39061,S,2,39,4,2.79411764705882,.98273784983649
206131,2,101816,1,1,1,2,2,2,2,1,4,2,2,1,2,2,2,3,4,2,4,3,2,1,1,1,1,1,1,1,1,2, , , ,1,1,1,1,1,2,2,2,1,3,3,3,2,2,3,3,1,1,3,2,2,2,2,1,2,2,2,4,4,1,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,60,3,2, ,6,1,2,2,1, , , , ,8,3,2,3,3,3, ,2,17031,U,2,17,5,2.23529411764706,.786190279869192
206134,2,101816,1,1,1,1,2,2,3,3,2,1,3,1,2,4,3,3,1,1,4,4,2,2,2,1,1,1,1,1,1,2, , ,2, ,1,1,2,1,0,2,1,0,1,1,1,1,1,1,1,2,1,4,2,1,1,4,2,2,1,4,1,1,1,2,2,1,1,2,2,1,2,1,1,3,2,1,1,1,1,2,1,2,1,1,1,2,65,1,2, ,8,3,2,2,1, , , , ,3,2, ,3,3,3, ,2,39035,U,2,39,5,1.29411764705882,.45516279360848
206135,2,102016,1,1,1,1,2,2,3,2,1,2,2,2,2,2,1,4,2,1,3,3,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,2,1,1,0,1,0,3,2,1,1,3,3,2,1,2,2,2,1,3,2,2,2,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,3, ,1,2,1,2,2,2,2,1,1,2,2,42,6,2, ,8,1,2,2,2, , , , ,6,2, ,2,1, , ,2,36081,U,1,36,5,3.20588235294118,1.12756237507555
206138,2,101816,1,1,1,1,2,3,1,1,2,2,1,1,2,2,2,2,1,2,4,2,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,2,1,1,1,1,0,1,3,1,1,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,2,1,3,1,1,1,1,1,1,2,1,1,3,1,1,2,1,1,2,2,2,1,3, ,1,45,4,2, ,5,2,1,2,2, , , , ,1,2, ,3,2,2, ,2,19061,U,2,19,2,3.82352941176471,1.34479916293414
206147,2,101816,1,1,1,2,2,4,1,1,1,2,1,2,1,1,1,4,2,1,4,4,2,1,1,1,1,1,1,1,1,2, , , ,2,2,1,1,1,2,3,2,0,2,2,3,2,2,4,2,8,2, ,2,2,1,2,2,2,2,4,4,3,8,1,1,1,1,1,1,1,2,2,3,3, ,1,2,1,1,2,1,1,1,8, ,1,59,1,1,0,6,1,2,2,2, , , , ,8,2, ,3,3,2, ,1,22105,R,3,22,2,1.26470588235294,.444818184662832
206148,2,102016,1,1,1,1,2,2,2,2,1,1,3,3,2,3,2,4,3,1,4,3,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,2,3,3,0,4,2,4,4,4,4,3,2,2,3,1,2,2,2,1,1,2,1,3,1,1,3,1,2,1,1,1,1,2,1,2,3, ,1,2,1,1,1,1,2,1,1,1,1,56,1,1,0,5,1,2,2,1, , , , ,7,1, ,2,3,2, ,2,47065,S,3,47,3,2.44117647058824,.858602542488723
206149,2,101816,1,1,1,1,2,4,2,1,3,1,2,2,1,2,1,3,1,2,4,3,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,1,1,1,2,2,3,1,2,2,1,1,4,3,1,2,2,3,2,2,2,1,1,2,1,2,3,2,1,3,2,2,1,1,1,1,2,1,3,3, ,1,2,2,2,2,2,1,1,1,1,1,72,4,2, ,8,3,2,2,1,5, , , ,7,2, ,5,1, , ,1,30095,R,4,30,1,1.44117647058824,.506885838336716
