psraid,sample,int_date,lang,comp,version,form,qs1,live1,q1a,q1b,q1c,q1d,q1e,q1f,q1g,q1h,q1i,q2a,q2b,q2c,q2d,q2e,q3a,q3b,q3c,q3d,q3e,q3f,eminuse,intmob,home3nw,bbhome1,bbhome2,device1a,smart1,smart2,snsint2,device1b,device1c,device1d,devicehha,devicehhb,devicehhc,devicehhd,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q5,q6a,q6b,q6c,q6d,q6e,q6f,q6g,q6h,q7a,q7b,q7c,q7d,q8,q9,q10a,q10b,q10c,q10d,q10e,q10f,q10g,libusea,libuseb,libusec,libmob,q11a,q11b,q11c,q11d,q11e,q11f,q11g,q11h,reg,oftvote,sex,age,marital,par,kidage1,educ2,emplnw,disa,hisp,race3m1,race3m2,race3m3,race3m4,birth_hisp,inc,party,partyln,ideo,hh1,hh3,ql1a,qc1,fips,usr,cregion,state,density,weight,standwt
200710,2,93016,1,1,1,1,2,2,3,1,4,2,2,2,2,3,2,4,2,1,3,3,1,1,1,1,1,2,1,1,1,2, , ,1, ,1,1,1,1,4,2,1,0,4,1,3,1,4,4,4,1,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,2,3,3, ,1,2,2,2,2,2,2,1,3, ,2,21,6,2, ,6,2,2,2,1, , , , ,1,1, ,2,4,3, ,2,47125,U,3,47,2,2,.703433408304014
200711,2,100216,1,1,1,1,2,2,2,1,2,1,1,2,1,4,1,4,3,2,4,3,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,1,2,2,1,2,2,2,1,4,4,3,1,3,3,2,3,2,2,2,2,2,1,3,1,1,1,1,1,1,1,1,1,2,1,3,3, ,2,1,2,2,2,2,8,2,1,2,1,48,1,1,2,8,4,2,2,1, , , , ,8,1, ,2,4,2, ,2,51059,S,3,51,5,2.47058823529412,.86894715143437
200717,2,93016,1,1,1,2,2,2,2,2,3,2,1,2,2,4,2,2,3,1,4,2,2,1,1,1,1,1,1,1,1,2, , , ,1,1,1,1,1,2,1,2,0,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,4,2,2,1,2,2,1,1,1,1,1,1,1,2,2,3, ,2,2,2,2,2,2,2,2,3, ,2,31,1,1,2,8,1,2,2,3, , , , ,8,3,1,2,4,2, ,1,12117,S,3,12,4,2.38235294117647,.837913324597428
200728,2,93016,1,1,1,2,2,2,3,4,4,2,4,2,4,2,4,2,4,1,4,1,1,1,1,1,1,2,1,2,1,2, , , ,2,1,1,1,2,1,2,0,0,3,3,3,3,3,3,3,3,2,4,2,2,2,2,3,2,2,4,4,2,2,1,1,1,1,2,1,1,1,1,3,3, ,2,2,2,2,2,2,2,2,1,1,1,69,1,2, ,6,3,2,2,1, , , , ,5,1, ,1,2,2, ,1,46099,S,2,46,2,1,.351716704152007
200733,2,100216,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,2,2,1,4,2,1,1,1,1,1,1,1,1,1,4, , , ,1,1,1,1,1,3,4,3,0,3,2,2,1,3,3,3,1,2,3,3,3,2,2,1,2,1,2,3,3,1,2,1,1,1,1,1,1,1,3,3,3, ,1,2,2,2,2,1,2,1,1,2,2,51,1,1,0,8,1,2,2,1, , , , ,9,3,1,2,3,2, ,1,48141,U,3,48,3,1.94117647058824,.682744190412719
200735,2,93016,1,1,1,2,2,2,1,1,4,4,4,2,1,4,1,2,3,1,3,3,1,1,1,1,1,1,1,1,1,2, , , ,1,1,1,1,1,3,2,3,3,2,4,1,1,4,4,2,1,2,3,1,2,3,2,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,2,3,3, ,2,2,2,2,2,2,2,2,1,1,1,58,3,2, ,8,4,1,2,1, , , , ,6,1, ,2,2,2, ,2,48339,S,3,48,3,1.26470588235294,.444818184662832
200736,2,100116,2,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2, , , , , ,2, ,2,2,1,2,2,1,0,1,2, ,1,2,1,1, ,2, ,2,1,1,2,1,2,2,1,2,2,2,2,1,2,1,1,2,1,1,2,3,3, ,1,1,1,1,1,1,8,1,3, ,2,47,3,1,0,1,2,2,1,7, , , ,3,2,8,8,3,3,2, ,2,4013,U,4,4,3,3.23529411764706,1.1379069840212
200739,2,93016,1,1,1,2,2,4,2,1,2,1,2,1,1,2,1,4,2,1,4,4,2,1,1,1,1,1,1,1,1,2, , , ,1,1,1,1,1,1,1,1,0,2,3,3,3,1,2,2,2,1,3,2,2,1,2,2,2,2,2,2,3,1,2,1,2,1,1,1,1,2,1,3,3, ,1,1,1,1,1,1,1,1,1,1,2,72,1,2, ,6,3,2,2,1, , , , ,8,1, ,2,2,2, ,2,2122,R,4,2,1,1,.351716704152007
200742,2,93016,1,1,1,1,2,4,1,1,1,1,1,4,1,4,1,1,3,1,4,1,1,1,1,1,1,1,1,2,1,2, , ,1, ,2,2,2,1,1,0,1,0,4,4,4,4,4,4,4,1,4, ,1,1,1,4,4,2,2,2,4,4,1,2,1,1,1,1,1,1,2,2,3,3, ,2,2,1,2,2,1,2,1,1,1,1,55,3,2, ,6,1,2,2,1, , , , ,9,1, ,1,1, , ,1,17191,R,2,17,1,1,.351716704152007
200744,2,93016,1,1,1,2,2,3,2,1,4,2,2,4,1,2,1,4,4,2,4,2,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,2,2,2,2,4,2,1,1,2,1,4,1,2,4,2,2,2,2,2,2,1,2,2,1,2,1,1,1,1,1,1,1,2,2,3,3, ,1,2,1,1,1,1,1,1,1,2,1,25,1,1,0,3,1,2,2,1, , , , ,6,3,1,3,5,2, ,2,4019,U,4,4,2,4.14705882352941,1.45858986133626
200748,2,93016,1,1,1,2,2,3,4,4,3,3,3,4,4,3,4,4,4,4,3,4,2,2,2,2,1,2,2,2, , , , , ,1, ,2,2,2,3,0,0,0,4,4, ,4,4,4,4, ,3, ,2,4,2,2,1,4,4,4,4,4,1,4,2,2,1,2,2,2,2,1,3,3, ,2,2,2,2,2,2,2,2,8, ,1,42,1,2, ,2,6,2,2,1, , , , ,3,3,1,4,3,3, ,2,29167,R,2,29,1,4.11764705882353,1.44824525239062
200753,2,100716,1,1,1,1,2,1,4,2,4,1,2,2,1,2,2,4,1,1,4,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,1,2,1,2,1,2,0,4,1,4,4,4,4,4,1,2,3,2,2,2,2,2,2,1,3,4,1,1,3,2,1,1,1,1,1,2,2,2,3, ,1,2,2,2,2,2,1,1,1,2,2,24,6,2, ,6,1,2,2,1, , , , ,3,2, ,5,2,2, ,2,8041,S,4,8,2,2.05882352941176,.724122626195308
200755,2,93016,1,1,1,1,2,1,2,2,4,2,2,2,1,3,1,2,2,2,3,3,2,1,1,1,2,1,1,1,1,2, , ,1, ,1,2,1,1,1,1,1,0,4,2,4,2,2,3,3,1,3,4,2,2,2,3,2,3,2,2,3,1,2,2,1,2,1,1,1,1,2,2,3,3, ,1,2,2,1,1,1,2,1,1,1,1,44,4,2, ,6,1,2,2,1, , , , ,8,2, ,4,1, , ,2,27053,U,2,27,5,1.94117647058824,.682744190412719
200758,2,93016,1,1,1,2,2,4,2,1,4,2,1,3,1,1,1,4,2,1,4,4,2,1,1,1,2,1,1,1,2, , , , ,1,1,2,2,1,1,0,1,0,2,3, ,1,1,2,2,1,2,3,2,1,2,2,3,3,1,3,2,1,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,3, ,1,43,3,1,0,4,1,2,2,8, , , , ,6,4,8,5,3,1, ,2,38055,R,2,38,1,4.58823529411765,1.61375899552097
200759,2,100216,1,1,1,1,2,2,1,1,2,2,2,1,1,1,1,1,3,2,3,3,1,1,1,1,2,1,1,1,1,2, , ,1, ,1,1,1,1,2,1,1,3,1,2,2,1,3,3,2,2,2,2,2,2,2,2,1,2,2,2,4,2,1,3,2,1,1,2,1,1,2,2,2,2, ,2,2,2,2,2,1,2,2,1,2,2,71,1,2, ,6,3,2,2,1, , , , ,7,1, ,2,2,2, ,2,4021,S,4,4,1,1.11764705882353,.393095139934596
200762,2,93016,1,1,1,2,2,1,3,2,4,2,3,2,2,2,2,4,2,2,4,2,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,2,2,4,1,3,2,1,4,4,4,4,1,2,3,2,4,2,2,2,2,2,2,4,1,1,3,1,1,1,1,1,1,2,2,2,3, ,2,2,2,2,2,2,2,2,1,2,2,48,1,2, ,5,1,2,2,1, , , , ,9,2, ,5,2,2, ,2,41051,U,4,41,4,4.17647058823529,1.46893447028191
200766,2,110516,2,1,1,2,2,3,1,1,2,1,1,1,1,4,1,2,4,4,1,4,1,2,1,1,1,2,1,1,2, , , , ,2,1,2,2,2,1,0,0,1,1,2, ,3,1,1,1,3,3,3,3,1,3,4,1,4,3,1,4,3,2,3,1,2,1,1,1,1,1,2,3,3, ,1,1,2,2,2,1,2,1,3, ,2,52,1,2, ,2,4,1,1,7, , , ,3,2,1, ,2,5,5, ,2,6025,S,4,6,1,3.05882352941176,1.07583933034732
200769,2,100516,1,1,1,1,2,1,2,2,1,3,2,2,1,1,1,4,2,2,4,3,1,1,2,1,2,2,1,1,1,2, , ,1, ,1,1,2,1,2,0,1,0,4,3,1,1,3,1,2,1,1,3,3,8,2,2,2,1,1,2,1,1,1,4,1,1,1,1,1,1,2,2,1,3,2,1,2,1,1,8,1,2,1,3, ,1,32,2,2, ,6,1,1,1,7, , , ,3,8,3,2,4,2,2, ,2,6037,U,4,6,5,2.38235294117647,.837913324597428
200770,2,93016,1,1,1,2,2,2,2,1,4,2,1,1,2,1,1,4,2,1,3,1,2,1,1,1,2,2,1,1,1,2, , , ,1,1,2,1,1,3,1,1,0,1,1,2,1,2,1,1,2,2,3,2,2,3,2,3,3,3,1,3,2,1,2,1,1,1,1,1,1,2,1,1,3,2,1,1,1,1,1,1,2,1,1,1,1,53,1,1,0,4,2,1,2,1, , , , ,4,2, ,4,3,2, ,2,6037,U,4,6,5,5.05882352941176,1.77927273865133
200772,2,93016,1,1,1,1,2,2,1,2,4,3,2,2,1,3,1,3,2,1,3,3,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,4,3,4,2,3,3,1,2,3,3,3,1,3,3,2,3,2,3,2,3,1,2,2,2,1,1,1,1,1,1,1,1,1,1,3,3, ,2,2,2,2,2,1,2,2,1,1,1,55,1,2, ,8,1,2,2,3, , , , ,9,3,8,2,3,3, ,1,6001,R,4,6,5,2.91176470588235,1.02411628561908
200774,2,93016,1,1,1,2,2,1,3,2,2,1,1,2,3,1,3,3,1,1,4,3,1,1,2,1,2,1,1,1,1,5, , , ,1,1,2,2,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,2,1,2,2,1,2,1,2,1,1,1,3,2,2,1,1,1,1,1,1,1,3,1,1,1,1,2,1,2,2,1,1,3,2,21,6,1,0,3,1,2,1,1, , , ,1,3,3,2,4,2,1, ,2,4013,U,4,4,3,4.35294117647059,1.53100212395579
200775,2,93016,1,1,1,1,2,1,4,1,3,4,4,3,4,4,1,2,2,2,1,2,1,2,2,1,1,2,1,1,1,2, , ,1, ,2,2,2,1,1,0,1,0,1,3,1,1,2,3,4,2,3, ,3,3,3,4,3,4,3,3,3,2,1,1,1,1,1,2,1,1,2,1,3,3, ,2,2,1,1,1,1,8,1,1,2,1,64,3,2, ,5,4,2,2,2, , , , ,1,2, ,3,1, , ,2,4013,U,4,4,3,4.38235294117647,1.54134673290144
200778,2,100116,1,1,1,1,2,3,2,1,2,2,1,1,2,1,1,4,2,1,4,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,1,1,1,3,1,2,1,2,2,2,2,2,4,2,1,4,2,1,1,3,3,2,3,2,1,2,3,1,3,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,8,1,1,1,1,53,1,2, ,6,1,2,2,1, , , , ,8,3,1,2,2,2, ,2,54003,S,3,54,2,2.14705882352941,.75515645303225
200783,2,102016,1,1,1,2,2,4,3,2,2,1,1,2,2,1,2,4,2,2,4,4,2,1,1,1,1,1,1,1,1,2, , , ,1,1,1,1,1,2,1,2,1,3,2,1,3,3,3,3,1,2,3,3,3,2,2,2,2,1,3,3,4,1,3,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,2,58,1,2, ,8,1,2,2,1, , , , ,8,2, ,5,2,2, ,2,18167,S,2,18,2,1.82352941176471,.64136575463013
200785,2,100116,1,1,1,1,2,1,2,2,2,1,1,1,1,2,1,2,4,2,2,4,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,1,1,1,2,2,2,2,4,2,4,4,3,4,4,1,2,4,2,2,2,2,2,2,1,1,2,2,1,2,1,2,1,1,1,1,2,1,3,3, ,1,2,1,1,1,1,2,1,1,2,1,35,1,1,2,8,1,2,2,3, , , , ,9,2, ,4,4,2, ,1,48201,U,3,48,5,1.79411764705882,.631021145684483
200794,2,100116,2,1,1,1,2,3,1,2,2,4,1,1,2,1,4,1,2,2,1,1,2,1,2,1,1,2,1,1,1,2, , ,1, ,1,2,2,2,1,0,0,0,1,1,1,3,1,2,2,3,1,3,1,1,1,3,1,3,1,4,2,3,1,2,1,2,1,1,1,1,2,3,3,3, ,2,1,1,1,1,1,2,1,3, ,1,31,6,2, ,1,1,2,1,2, , , ,3,1,2, ,5,1, , ,2,36081,U,1,36,5,3.41176470588235,1.19997463769508
200796,2,100116,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,1,3,3,2,1,1,1,1,1,1,2,1,2, , ,1, ,2,2,1,1,2,1,3,1,2,3,1,2,1,3,3,1,1, ,2,2,2,2,1,2,3,1,4,1,1,3,1,2,1,1,1,1,2,1,1,3,2,1,1,1,1,8,1,1,1,1,1,1,69,2,2, ,6,3,2,2,1, , , , ,3,2, ,5,2,2, ,2,39035,U,2,39,5,1.61764705882353,.5689534920106
200800,2,100116,1,1,1,2,2,4,1,1,4,2,1,2,1,4,1,4,4,2,2,2,1,1,1,1,1,1,2,2, , , , , ,2, ,2,2,2,1,1,98,1,4,3, ,3,2,4,2, ,3, ,2,2,2,3,1,2,4,1,4,1,1,3,1,1,1,1,1,1,1,2,3,3, ,1,1,1,1,1,1,1,1,1,1,1,69,1,2, ,5,3,2,2,1, , , , ,6,3,1,2,3,3, ,2,37101,S,3,37,2,2.79411764705882,.98273784983649
200807,2,100116,1,1,1,1,2,2,2,4,3,1,2,1,1,2,4,4,1,1,4,4,2,1,2,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,3,3,1,2,2,1,1,1,4,3,2,1,2,4,1,2,3,3,2,2,4,3,3,1,1,4,1,1,1,1,1,1,2,2,2,1, ,1,1,1,1,1,1,2,1,1,1,1,47,1,2, ,4,6,1,1,2, , , ,1,4,3,8,2,2,2, ,1,13127,S,3,13,2,2.61764705882353,.920670196162606
200808,2,100116,1,1,1,2,2,3,2,2,3,2,1,2,1,2,1,4,2,1,9,2,2,1,1,1,1,1,1,1,2, , , , ,1,1,2,2,2,2,0,1,1,2,2, ,2,3,1,2,2,4,4,1,1,2,4,1,2,4,1,2,2,1,1,1,2,2,1,1,1,2,2,3,3, ,1,2,2,2,2,1,1,1,1,4,1,30,2,2, ,3,1,2,2,9, , , , ,3,3,1,3,2,2, ,2,19139,R,2,19,1,3.94117647058824,1.38617759871673
200813,2,100516,1,1,1,2,2,3,4,3,4,2,2,2,2,2,4,3,2,1,3,4,1,1,1,1,1,2,1,1,1,2, , , ,1,1,2,1,1,7,7,2,4,2,2,2,2,2,3,2,1,2,4,1,2,2,2,1,2,1,3,4,3,1,2,1,1,2,2,2,2,2,1,1,3,2,1,2,1,1,1,1,8,1,1,2,2,32,1,1,1,5,1,2,1,7, , , ,3,4,2, ,3,7,4, ,2,12061,S,3,12,2,3.47058823529412,1.22066385558638
200814,2,100116,2,1,1,2,2,3,1,3,1,1,3,1,3,1,3,1,3,1,1,1,1,1,2,1,2,2,1,1,2, , , , ,1,1,1,2,2,2,0,0,0,1,1, ,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,3,4,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3, ,1,22,1,1,0,3,1,2,1,1, , , ,1,2,3,2,5,3,2, ,2,35029,R,4,35,1,2.82352941176471,.993082458782137
200815,2,100116,1,1,1,2,2,4,1,2,3,2,2,1,2,2,2,4,1,1,3,4,2,1,8,1,1,1,1,1,1,2, , , ,8,1,2,2,1,1,0,1,0,2,2,2,1,4,3,3,1,2,3,2,4,1,3,2,3,1,2,2,2,1,2,1,1,1,1,1,1,2,1,3,3, ,2,2,2,2,2,2,2,2,1,1,2,58,1,2, ,3,6,1,2,2, , , , ,3,2, ,2,2,2, ,1,28161,R,3,28,1,3.35294117647059,1.17928541980379
200822,2,100116,2,1,1,2,2,4,2,1,8,1,1,1,1,2,8,2,1,2,1,1,1,1,1,1,1,1,2,2, , , , , ,2, ,2,2,2,98,0,0,0,1,1, ,1,1,1,1, ,1, ,1,1,1,1,1,3,1,1,2,1,8,2,1,1,1,1,1,1,1,3,3,3, ,1,1,1,1,1,1,1,1,1,1,1,87,2,2, ,1,3,2,1,7, , , ,3,98,2, ,4,2,2, ,2,48141,S,3,48,3,2.26470588235294,.796534888814839
200823,2,100116,1,1,1,1,2,1,2,2,4,1,3,2,2,1,2,3,2,1,3,4,1,1,1,1,2,2,1,1,1,2, , ,1, ,1,1,1,1,2,1,1,4,4,2,4,4,4,4,4,2,3,4,1,1,2,2,2,4,1,2,3,2,1,2,1,1,2,2,1,1,2,2,2,3, ,1,2,1,1,1,1,2,2,1,4,1,32,1,2, ,5,1,2,2,1, , , , ,8,3,9,3,2,2, ,2,12095,U,3,12,4,4.35294117647059,1.53100212395579
200833,2,100116,1,1,1,2,2,2,2,2,3,2,2,3,1,3,2,2,3,2,3,3,1,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,2,2,3,0,4,2,2,2,3,3,3,1,2,4,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,2,2,3,3, ,2,2,2,2,2,2,2,2,2, ,1,27,1,2, ,6,1,2,2,1, , , , ,7,3,1,3,2,2, ,2,29099,S,2,29,2,2.17647058823529,.765501061977897
200840,2,101016,1,1,1,1,2,1,3,2,2,1,2,2,3,1,1,3,2,3,3,3,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,1,1,2,1,3,1,2,1,2,2,2,1,3,2,2,2,3,2,2,3,2,3,3,2,2,3,1,1,1,2,1,1,2,1,1,3,1,1,1,2,1,2,1,2,1,2, ,2,31,6,2, ,6,1,2,2,1, , , , ,4,2, ,4,1, , ,2,12086,S,3,12,4,2.79411764705882,.98273784983649
200842,2,100116,1,1,1,1,2,4,2,2,1,2,1,3,2,3,2,4,4,1,2,2,1,1,2,1,1,1,1,1,1,2, , ,1, ,2,2,1,1,3,3,2,2,3,3,2,4,4,2,3,1,4, ,1,2,2,3,3,2,1,2,3,2,1,2,1,1,1,1,1,2,2,2,3,3, ,1,2,2,2,2,1,2,1,1,1,1,46,1,2, ,3,1,2,2,1, , , , ,9,1, ,2,3,3, ,1,22099,S,3,22,1,4.73529411764706,1.66548204024921
200846,2,100116,1,1,1,1,2,2,3,1,4,2,1,1,1,1,1,4,1,1,4,4,2,1,1,1,2,1,1,1,1,2, , ,1, ,1,1,2,1,1,1,1,0,3,1,2,1,2,4,1,1,2,4,2,1,2,2,2,3,1,4,2,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,24,6,2, ,6,1,2,2,1, , , , ,2,3,2,4,1, , ,2,36001,S,1,36,3,1.97058823529412,.693088799358367
200851,2,100116,1,1,1,2,2,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,1,1,1,1,1,2,2, , , , , ,2, ,2,2,2,0,0,0,0,2,2, ,2,2,2,2, ,1, ,2,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,1,1,1,3,3,3, ,1,1,1,1,1,1,1,1,1,1,1,83,5,2, ,5,3,2,2,2, , , , ,3,2, ,3,1, , ,1,11001,U,3,11,5,2.5,.879291760380017
200852,2,100116,1,1,1,2,2,1,2,1,2,1,1,1,1,1,2,4,2,2,4,2,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,2,1,3,0,4,2,4,4,4,4,4,2,2,3,2,2,2,2,2,2,2,4,4,2,1,1,8,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,35,6,2, ,6,4,1,2,1, , , , ,8,2, ,5,2,2, ,2,42101,U,1,42,5,4.14705882352941,1.45858986133626
200855,2,100216,1,1,1,2,2,2,2,1,4,1,2,1,1,1,2,3,4,1,4,4,2,1,1,1,1,1,1,1,1,2, , , ,1,1,2,1,1,2,2,2,3,4,2,1,1,3,2,1,1,2,2,2,1,2,2,2,2,1,3,4,2,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,54,2,2, ,4,1,2,2,2, , , , ,9,3,2,4,2,2, ,1,17031,S,2,17,5,4.17647058823529,1.46893447028191
200864,2,100116,1,1,1,2,2,2,3,1,3,2,2,1,1,1,1,2,2,1,4,1,1,1,1,1,1,1,1,1,1,2, , , ,1,1,2,2,1,1,0,1,0,4,2,4,3,1,3,4,1,3,4,2,1,2,4,3,4,1,1,3,1,2,1,1,1,2,1,1,1,2,1,2,3, ,1,2,1,1,2,1,1,1,1,3,1,53,6,2, ,6,2,1,2,1, , , , ,3,2, ,5,1, , ,2,42017,S,1,42,4,2.58823529411765,.910325587216959
200868,2,100116,1,1,1,2,2,4,2,2,1,2,1,2,2,4,2,2,2,2,3,2,1,1,1,1,1,2,2,2, , , , , ,2, ,2,2,2,0,0,0,0,2,2, ,2,1,1,1, ,2, ,1,1,2,2,1,2,1,2,1,4,1,2,1,1,2,1,1,1,2,2,3,3, ,1,1,1,2,1,1,1,1,2, ,1,61,1,2, ,3,5,2,2,1, , , , ,2,2, ,2,2,2, ,1,46115,R,2,46,1,2.61764705882353,.920670196162606
200873,2,100316,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,4,4,1,4,4,2,1,8,1,1,8,2,1,2, , , , ,2,2,2,2,2,0,0,1,0,1,3, ,2,1,1,1,2,2, ,2,1,2,3,2,2,1,1,1,3,1,2,1,1,1,1,1,1,1,1,3,3, ,1,2,2,2,1,2,2,1,3, ,1,45,1,2, ,3,1,2,2,2, , , , ,98,8,8,2,3,3, ,2,17031,U,2,17,5,3.52941176470588,1.24135307347767
200875,2,110516,1,1,1,2,2,3,1,1,1,2,2,2,2,2,1,4,2,1,2,3,1,1,1,1,1,1,1,2,1,2, , , ,2,1,2,2,1,3,1,5,0,4,1,1,4,4,4,3,1,2,3,2,4,2,4,1,1,4,2,4,2,1,2,2,1,1,1,2,1,1,2,3,3, ,1,1,2,1,2,2,2,1,1,2,1,64,1,2, ,8,3,2,1,1, , , ,1,6,1, ,2,5,5, ,2,48215,S,3,48,3,1.26470588235294,.444818184662832
200878,2,100316,1,1,1,1,2,1,2,2,2,1,3,2,2,2,3,4,3,2,3,4,1,1,2,1,1,1,1,1,1,2, , ,1, ,1,2,2,1,2,1,2,2,2,2,2,4,4,4,4,2,2,3,2,1,2,2,2,2,3,1,4,2,1,3,1,1,1,1,2,1,2,2,3,3, ,1,2,2,2,2,2,2,2,1,5,2,22,6,2, ,6,1,2,2,1, , , , ,8,3,2,3,2,2, ,2,6075,U,4,6,5,2.35294117647059,.827568715651781
200879,2,100116,1,1,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,7,5,3,3,4,3,1,1,3,4,2,1,4,4,1,1,2,4,2,2,1,1,4,1,1,2,1,1,1,1,1,1,2,2,3,3, ,1,1,1,1,1,1,1,1,1,1,1,55,1,2, ,6,1,2,2,3, , , , ,9,1, ,2,5,5, ,1,48113,U,3,48,5,2.35294117647059,.827568715651781
200887,2,100516,1,1,1,1,2,2,1,1,4,3,2,2,1,2,1,2,4,1,2,4,1,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,1,1,1,1,2,0,4,1,1,1,4,3,4,1,3,4,2,3,3,2,1,1,1,1,3,2,1,3,1,1,1,1,1,1,2,1,2,3, ,1,2,2,2,2,2,2,1,1,1,1,58,1,2, ,6,1,2,2,1, , , , ,8,1, ,2,2,2, ,2,24003,S,3,24,4,1.44117647058824,.506885838336716
200889,2,100116,1,1,1,2,2,4,3,3,3,1,2,1,2,2,2,3,2,2,3,3,1,1,1,1,1,2,1,2,1,2, , , ,8,1,2,2,1,0,0,2,0,2,2,4,4,4,2,2,2,2,3,1,1,2,2,1,2,2,1,4,1,1,3,1,1,1,2,1,1,1,1,1,3,2,1,1,1,1,1,1,2,1,1,1,2,67,1,2, ,4,3,1,2,1, , , , ,98,1, ,2,2,2, ,1,26155,R,2,26,2,1.47058823529412,.517230447282363
200895,2,100116,1,1,1,1,2,1,1,2,3,2,1,1,2,2,2,3,1,1,2,3,1,1,2,1,1,2,1,1,1,8, , ,1, ,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,1,2,3,2,1,2,2,3,1,1,3,2,1,2,2,1,1,1,1,2,1,2,1,1,3,1,1,2,1,2,2,1,1,1,1,2,2,33,1,1,0,6,1,2,2,2, , , , ,5,8,8,2,3,2, ,1,13089,S,3,13,5,3.32352941176471,1.16894081085814
200902,2,100416,1,1,1,1,2,3,2,1,2,1,2,2,2,3,1,2,2,1,3,2,2,1,1,1,1,1,1,1,1,2, , ,1, ,1,2,2,1,2,0,3,0,1,3,1,1,3,3,1,1,2,2,2,1,2,2,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,2,3,3, ,1,2,2,1,2,2,2,2,1,2,1,65,1,2, ,4,1,2,2,1, , , , ,7,1, ,2,2,2, ,1,37057,R,3,37,2,1.85294117647059,.651710363575778
200905,2,103016,2,1,1,2,2,4,3,1,4,1,1,1,1,4,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2, , , ,1,1,2,1,1,3,1,1,0,1,2,2,1,1,1,1,1,2,2,3,1,2,3,1,3,2,1,2,3,1,3,2,2,1,1,1,1,1,1,3,3, ,2,2,2,2,2,1,1,1,3, ,2,42,3,1,0,2,1,2,1,7, , , ,3,3,3,8,5,3,1, ,2,6037,S,4,6,5,4.67647058823529,1.64479282235791
200920,2,100116,1,1,1,1,2,3,3,3,1,1,3,1,3,3,3,3,4,1,3,1,1,2,1,1,1,1,1,1,1,2, , ,1, ,2,2,2,1,2,2,1,1,4,3,1,2,2,2,2,1,3, ,2,1,4,4,2,3,1,4,4,1,1,3,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,70,1,2, ,5,3,2,2,1, , , , ,9,3,8,4,2,2, ,1,5067,R,3,5,1,1.79411764705882,.631021145684483
200924,2,100116,1,1,1,1,2,8,1,2,1,2,2,1,1,3,3,4,1,1,4,4,2,1,1,2,2,1,1,1,1,2, , ,1, ,1,2,2,1,2,2,2,0,2,2,1,1,2,2,2,1,3,3,2,1,3,3,2,2,1,1,4,1,1,3,1,2,2,1,1,1,2,3,2,2, ,1,1,1,1,2,1,1,1,3, ,1,45,6,2, ,3,1,2,2,1, , , , ,3,2, ,3,2,2, ,1,6065,U,4,6,2,4.41176470588235,1.55169134184709
