"","X","mergeid","sample","int_date","phase","fcall","attempts","refusal","stimes","ilang","p1version","cregion","state","density","usr","scregion","sstate","susr","igender","irace","llitext1","llitext2","qs1","cpitext1","cpitext2","qa1","qa1a","qb2","qb3","qb4","qa12","qa14a","qa14b","qa14c","qa14d","qa14e","qa15a","qa15b","qb18a","qb18b","q25a","q25b","q25c","q25d","q25f","q25g","q25i","q25k","q25n","q25p","qa26","qa27","qb27","qb28","qb29","qa30","qb30","qb31","oftvote","qb32","qb33","qb33a","cheat","qa36a","qa36b","qa36c","qa36d","qa37a","qa37b","qa37c","qa37d","q40","qb42a","qb42b","qb42c","qb42d","qb46","q50r","q50u","q50y","q50aa","q50cc","q50ee","q50hh","qbx","qe2","qe1","qe3","employ1","employ7","qe11","q51jj","q51ll","q51mm","q51nn","q51pp","q51qq","q51rr","qb52","qb52x","qb53a","qb53b","qb53c","qb54","qb54a","qb55a","qb55b","qa62","qa77","qa77a","qa77b","qa78","qb80","qa126","qa126a","qa126b","qa127","qa128","qa129","qa143","ideoconsist","typogroups","sex","age","educ2","hisp","racecmb","racethn","racethn2","birth_hisp","usborn","marital","citizen","relig","chr","born","attend","income","inchi","reg","party","partyln","partystr","partysum","qb166","qb167","qa168","qa169","ideo","partyideo","hh1","hh3","adults","child","ql1","ql1a","qc1","ll","cp","money2","ckinfo","iphoneuse","hphoneuse","weight"
"400",400,1102188,1,61317,1,170613,1,0,1,1,2,2,39,2,"S",2,39,"S",1,4,2,2,NA,NA,NA,1,1,NA,NA,NA,2,1,1,2,1,2,2,4,NA,NA,1,1,1,2,2,2,1,1,2,NA,2,2,NA,NA,NA,9,NA,NA,1,NA,NA,NA,NA,2,1,2,1,1,2,2,2,1,NA,NA,NA,NA,NA,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,NA,2,NA,2,1,3,3,1,8,8,1,68,4,2,1,1,1,NA,1,1,NA,1,NA,1,2,5,NA,1,3,1,NA,1,NA,NA,2,NA,2,3,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,1.70967741935484
"402",402,1102191,1,61317,1,170613,2,0,2,2,2,3,37,4,"U",3,37,"U",2,3,1,2,NA,NA,NA,2,1,NA,NA,NA,9,9,1,3,3,9,4,1,NA,NA,1,1,5,2,2,1,2,1,1,NA,1,3,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,2,9,2,2,1,1,1,4,NA,NA,NA,NA,NA,2,1,2,2,2,2,9,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,2,NA,1,1,NA,2,9,3,2,-3,3,2,61,4,1,1,3,4,3,NA,5,1,2,NA,2,2,2,NA,1,2,NA,2,2,NA,NA,NA,1,3,4,1,NA,1,0,1,NA,NA,1,1,NA,NA,2,2,1.25806451612903
"403",403,1102198,1,61717,1,170613,3,1,3,1,2,1,42,1,"R",1,42,"R",2,2,2,1,NA,NA,NA,1,1,NA,NA,NA,2,1,2,1,2,2,1,3,NA,NA,2,2,2,2,2,1,1,1,2,NA,1,3,NA,NA,NA,2,NA,NA,4,NA,NA,NA,NA,2,1,2,1,1,1,1,2,4,NA,NA,NA,NA,NA,2,1,1,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,1,NA,2,NA,2,1,1,2,1,0,0,1,26,3,2,1,1,1,NA,1,6,NA,1,NA,1,4,5,NA,3,1,NA,2,1,NA,NA,2,NA,2,1,1,NA,1,0,1,NA,NA,1,1,NA,NA,2,2,2.32258064516129
"404",404,1102212,1,61317,1,170612,2,0,2,1,2,1,42,3,"S",1,42,"S",2,4,2,1,NA,NA,NA,2,1,NA,NA,NA,1,2,2,2,2,2,3,3,NA,NA,1,2,2,1,1,1,2,2,1,NA,1,2,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,1,2,1,2,1,2,1,2,1,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,NA,1,NA,1,1,NA,2,1,1,2,-6,3,1,46,3,2,1,1,1,NA,1,1,NA,9,NA,NA,6,5,NA,1,3,9,NA,9,NA,NA,NA,NA,3,3,3,2,2,1,1,NA,NA,1,1,NA,NA,2,2,4.19354838709677
"405",405,1102213,1,61617,1,170612,4,1,3,1,2,3,12,3,"U",3,12,"U",1,2,2,1,NA,NA,NA,2,1,NA,NA,NA,2,9,1,1,9,9,3,4,NA,NA,2,2,9,2,9,1,1,2,9,NA,2,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,9,1,2,2,1,9,1,1,NA,NA,NA,NA,NA,2,1,1,2,9,1,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,1,NA,9,NA,2,NA,2,1,1,2,2,-1,4,2,87,6,2,1,1,1,NA,1,1,NA,2,NA,2,4,6,NA,1,3,9,NA,9,NA,NA,NA,NA,4,3,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,1.16129032258065
"406",406,1102218,1,61317,1,170612,2,0,2,1,2,1,25,3,"S",1,25,"S",2,2,1,2,NA,NA,NA,2,1,NA,NA,NA,2,1,1,1,2,2,4,2,NA,NA,2,1,2,1,1,1,2,2,1,NA,2,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,2,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,1,1,NA,1,1,1,2,-10,1,2,76,6,2,1,1,1,NA,1,5,NA,2,NA,2,4,6,NA,1,3,2,NA,2,NA,NA,NA,2,5,3,1,NA,1,0,1,NA,NA,1,1,NA,NA,2,2,1
"407",407,1102226,1,61717,1,170612,3,1,3,1,2,1,36,2,"S",1,36,"S",2,1,1,1,NA,NA,NA,2,1,NA,NA,NA,2,1,3,3,2,1,4,2,NA,NA,2,1,2,1,1,1,2,1,2,NA,1,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,2,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,2,1,2,1,5,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,2,NA,1,1,NA,1,1,1,3,-8,2,2,78,6,2,1,1,1,NA,1,1,NA,9,NA,NA,6,7,NA,1,2,NA,1,2,NA,NA,NA,1,4,5,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,1.2258064516129
"408",408,1102229,1,61317,1,170612,2,0,2,1,2,3,13,1,"R",3,13,"R",1,1,1,2,NA,NA,NA,2,1,NA,NA,NA,1,1,1,1,1,2,3,2,NA,NA,2,1,1,1,1,2,1,1,1,NA,1,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,1,2,2,2,2,2,1,3,NA,NA,NA,NA,NA,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,1,NA,1,1,NA,1,3,2,2,0,4,2,53,6,2,2,2,2,NA,1,1,NA,1,NA,1,1,4,NA,1,2,NA,1,2,NA,NA,NA,1,3,4,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,1.64516129032258
"410",410,1102247,1,61617,1,170612,3,1,3,1,2,3,37,2,"R",3,37,"R",2,2,1,1,NA,NA,NA,2,1,NA,NA,NA,1,2,2,2,2,1,4,1,NA,NA,1,2,2,1,1,1,2,1,1,NA,1,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,1,1,2,2,1,2,1,2,NA,NA,NA,NA,NA,1,2,2,2,2,5,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,NA,1,2,NA,1,3,3,2,-2,4,1,59,3,2,2,2,2,NA,1,1,NA,1,NA,1,3,6,NA,1,2,NA,1,2,NA,NA,NA,1,2,4,3,4,3,99,1,NA,NA,1,1,NA,NA,2,2,3.41935483870968
"411",411,1102248,1,61317,1,170613,1,0,1,1,2,4,53,1,"R",4,2,"R",2,4,2,2,NA,NA,NA,1,1,NA,NA,NA,2,1,1,1,1,2,4,2,NA,NA,1,2,2,1,2,2,2,2,1,NA,1,3,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,1,1,1,1,1,1,1,4,NA,NA,NA,NA,NA,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,2,NA,1,2,NA,1,4,1,1,0,4,1,33,3,2,3,4,5,NA,2,6,2,2,NA,1,2,1,NA,1,3,2,NA,2,NA,NA,NA,1,2,3,9,5,3,99,1,NA,NA,1,1,NA,NA,2,2,3.67741935483871
"412",412,1102262,1,61317,1,170612,2,0,2,1,2,1,25,4,"S",1,25,"S",2,3,2,1,NA,NA,NA,2,1,NA,NA,NA,2,9,2,2,9,9,4,2,NA,NA,2,1,2,1,5,2,2,2,1,NA,1,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,2,1,2,1,1,2,2,1,NA,NA,NA,NA,NA,2,1,2,1,5,5,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,1,NA,1,1,NA,1,1,2,1,-7,3,2,70,8,2,1,1,1,NA,1,1,NA,1,NA,2,4,3,NA,1,2,NA,2,2,NA,NA,NA,2,3,4,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,1.19354838709677
"414",414,1102273,1,61417,1,170614,1,0,1,1,2,1,42,1,"R",1,42,"R",2,2,2,2,NA,NA,NA,2,1,NA,NA,NA,1,2,2,1,2,2,3,4,NA,NA,1,2,2,2,2,2,1,2,1,NA,2,3,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,1,2,1,2,1,2,1,2,3,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,1,1,NA,1,4,2,2,6,7,1,84,3,2,1,1,1,NA,1,5,NA,1,NA,1,5,3,NA,1,1,NA,2,1,NA,NA,2,NA,2,1,1,NA,1,0,2,NA,NA,1,0,NA,NA,1,1,6.38709677419355
"415",415,1102275,1,61717,1,170614,2,1,2,1,2,1,42,3,"S",1,42,"S",2,2,2,2,NA,NA,NA,1,1,NA,NA,NA,1,2,1,2,2,2,1,4,NA,NA,1,1,1,1,2,1,2,1,1,NA,1,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,2,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,1,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,1,NA,1,2,NA,3,2,3,9,-2,6,2,45,6,2,1,1,1,NA,1,1,NA,2,NA,2,2,7,NA,1,1,NA,2,1,NA,NA,1,NA,2,1,5,2,2,3,1,NA,NA,1,1,NA,NA,2,2,1.7741935483871
"416",416,1102288,1,61417,1,170614,1,0,1,1,2,1,34,4,"S",1,34,"S",2,2,2,2,NA,NA,NA,1,2,NA,NA,NA,2,2,1,1,2,2,2,3,NA,NA,2,2,1,2,5,2,2,1,1,NA,2,1,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,NA,2,1,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,2,NA,2,1,2,2,1,-1,6,2,57,8,2,1,1,1,NA,1,1,NA,2,NA,2,2,9,1,1,1,NA,2,1,NA,NA,1,NA,3,2,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,1.51612903225806
"417",417,1102290,1,61417,1,170614,1,0,1,1,2,2,26,3,"S",2,26,"S",2,2,1,1,NA,NA,NA,1,1,NA,NA,NA,1,2,1,2,1,2,2,4,NA,NA,1,2,1,1,2,2,1,1,2,NA,2,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,2,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,1,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,1,NA,1,2,NA,1,2,2,1,6,8,2,72,3,2,1,1,1,NA,1,1,NA,1,NA,1,5,4,NA,1,3,1,NA,1,NA,NA,1,NA,2,3,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,3.80645161290323
"418",418,1102291,1,61617,1,170614,3,0,3,1,2,2,26,2,"S",2,26,"S",2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,2,1,1,3,3,1,4,NA,NA,1,5,1,2,2,5,5,1,1,NA,1,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,1,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,1,2,1,2,2,5,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,9,NA,2,NA,2,3,4,4,1,5,7,1,59,3,2,1,1,1,NA,1,3,NA,1,NA,1,1,2,NA,1,1,NA,1,1,NA,NA,1,NA,3,2,2,2,2,0,2,1,NA,1,0,NA,NA,1,2,7.51612903225806
"419",419,1102311,1,61517,1,170614,2,0,2,1,2,2,18,5,"U",2,18,"U",1,4,1,1,NA,NA,NA,2,2,NA,NA,NA,2,2,1,2,2,2,2,4,NA,NA,1,2,1,1,1,1,1,1,2,NA,2,2,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2,1,1,1,2,2,1,2,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,NA,1,NA,2,NA,2,1,3,3,1,2,5,1,71,4,2,1,1,1,NA,1,1,NA,1,NA,1,2,8,NA,1,2,NA,2,2,NA,NA,NA,9,2,4,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,1.93548387096774
"421",421,1102321,1,61417,1,170612,3,0,3,2,2,1,9,4,"U",1,9,"U",2,3,1,1,NA,NA,NA,9,NA,NA,NA,NA,1,9,1,2,1,1,4,1,NA,NA,1,2,2,2,1,1,2,1,1,NA,2,3,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,1,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,2,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,2,NA,1,1,NA,2,1,2,2,-4,2,1,52,3,1,1,3,3,2,NA,2,NA,2,NA,2,2,4,NA,1,2,NA,2,2,NA,NA,NA,1,3,4,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,3.54838709677419
"422",422,1102322,1,61417,1,170612,2,0,2,1,2,3,13,3,"U",3,13,"U",2,4,2,2,NA,NA,NA,1,1,NA,NA,NA,1,2,1,3,1,2,1,3,NA,NA,2,1,1,2,2,5,1,1,2,NA,2,1,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,2,1,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,2,1,2,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,1,NA,2,NA,2,1,2,3,1,1,5,2,61,8,2,1,1,1,NA,1,1,NA,1,NA,1,2,7,NA,1,1,NA,1,1,NA,NA,1,NA,2,1,3,3,3,0,1,NA,NA,1,1,NA,NA,2,2,1.74193548387097
"423",423,1102325,1,61417,1,170612,2,0,2,1,2,1,36,5,"U",1,36,"U",2,2,2,2,NA,NA,NA,2,1,NA,NA,NA,2,2,2,1,2,3,4,3,NA,NA,2,1,2,1,1,1,2,2,1,NA,2,1,NA,NA,NA,2,NA,NA,3,NA,NA,NA,NA,1,2,1,2,1,2,1,2,1,NA,NA,NA,NA,NA,2,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,1,NA,1,1,NA,1,2,1,2,-10,1,2,58,6,2,1,1,1,NA,1,6,NA,9,NA,NA,5,7,NA,1,3,2,NA,2,NA,NA,NA,1,4,3,1,NA,1,0,1,NA,NA,1,1,NA,NA,2,2,1.25806451612903
"424",424,1102338,1,61417,1,170612,2,0,2,1,2,1,50,1,"R",1,50,"R",1,1,2,2,NA,NA,NA,2,1,NA,NA,NA,2,1,1,1,3,1,3,2,NA,NA,2,1,2,1,1,1,2,5,1,NA,9,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,1,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,9,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,1,1,NA,1,1,2,2,-10,1,1,83,8,2,1,1,1,NA,1,5,NA,14,1,2,1,7,NA,1,2,NA,1,2,NA,NA,NA,1,5,5,1,NA,1,0,2,NA,NA,1,0,NA,NA,1,1,2.58064516129032
"425",425,1102342,1,61417,1,170614,1,0,1,1,2,3,22,4,"S",3,22,"S",1,2,1,2,NA,NA,NA,1,1,NA,NA,NA,2,2,1,2,1,2,2,4,NA,NA,1,2,1,2,2,2,1,1,2,NA,2,1,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,2,1,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,1,2,1,1,2,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,1,NA,2,NA,2,1,4,4,1,10,8,1,71,8,2,1,1,1,NA,1,6,NA,1,NA,2,5,6,NA,1,1,NA,1,1,NA,NA,1,NA,1,1,1,NA,1,0,1,NA,NA,1,1,NA,NA,2,2,1
"426",426,1102367,1,61417,1,170614,1,0,1,1,2,3,21,1,"R",3,21,"R",2,2,2,2,NA,NA,NA,2,2,NA,NA,NA,1,2,1,2,2,2,3,1,NA,NA,2,1,2,2,2,2,2,1,1,NA,9,3,NA,NA,NA,2,NA,NA,4,NA,NA,NA,NA,1,2,1,2,2,1,2,1,3,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,9,NA,2,NA,1,1,NA,2,4,4,1,0,4,2,58,3,2,1,1,1,NA,1,1,NA,1,NA,2,4,2,NA,2,2,NA,1,2,NA,NA,NA,2,3,4,2,2,2,0,2,2,NA,1,0,NA,NA,1,1,8.16129032258064
"427",427,1102369,1,61417,1,170614,1,0,1,1,2,1,42,4,"S",1,42,"S",2,2,2,2,NA,NA,NA,2,1,NA,NA,NA,1,1,3,1,2,1,3,2,NA,NA,1,1,2,1,1,1,2,2,1,NA,1,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,2,1,1,1,2,1,2,1,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,1,2,NA,1,1,2,2,-8,1,2,37,8,2,1,1,1,NA,1,1,NA,9,NA,NA,6,8,NA,1,2,NA,1,2,NA,NA,NA,1,4,5,4,2,2,2,1,NA,NA,1,1,NA,NA,2,2,3.03225806451613
"428",428,1102371,1,61417,1,170614,1,0,1,1,2,3,28,2,"S",3,28,"S",2,4,1,1,NA,NA,NA,1,1,NA,NA,NA,2,2,1,2,1,2,1,4,NA,NA,1,2,5,2,5,2,1,1,1,NA,2,2,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2,1,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,1,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,2,1,NA,2,NA,2,1,3,4,1,4,8,2,68,4,2,1,1,1,NA,1,5,NA,1,NA,2,4,7,NA,1,3,1,NA,1,NA,NA,1,NA,1,3,1,NA,1,0,1,NA,NA,1,1,NA,NA,2,2,1.29032258064516
"429",429,1102373,1,61417,1,170614,1,0,1,1,2,2,17,1,"R",2,17,"R",2,2,1,2,NA,NA,NA,1,2,NA,NA,NA,2,9,1,2,9,2,3,3,NA,NA,1,1,1,2,2,1,9,1,2,NA,2,2,NA,NA,NA,9,NA,NA,2,NA,NA,NA,NA,2,1,2,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,1,NA,2,NA,2,1,3,3,9,3,5,1,92,4,2,1,1,1,NA,1,5,NA,1,NA,1,6,3,NA,1,1,NA,2,1,NA,NA,1,NA,2,1,1,NA,1,0,2,NA,NA,1,0,NA,NA,1,1,3.48387096774194
"430",430,1102390,1,61817,1,170614,5,1,5,1,2,3,21,1,"R",3,21,"R",2,2,2,1,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,9,2,1,4,NA,NA,1,2,2,2,2,2,1,2,1,NA,1,3,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,2,1,2,1,1,2,1,2,1,NA,NA,NA,NA,NA,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,1,1,NA,2,NA,2,2,4,4,1,6,7,1,42,1,2,1,1,1,NA,1,6,NA,11,2,NA,2,2,NA,1,1,NA,1,1,NA,NA,1,NA,1,1,1,NA,1,0,2,NA,NA,1,0,NA,NA,1,1,8.16129032258064
"433",433,1102401,1,61417,1,170612,3,0,3,1,2,1,36,5,"U",1,36,"U",1,2,2,1,NA,NA,NA,2,1,NA,NA,NA,2,1,1,1,2,1,4,2,NA,NA,2,1,2,1,1,1,2,2,1,NA,1,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,2,1,2,2,2,2,1,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,NA,2,NA,1,1,NA,1,1,1,1,-10,1,2,80,8,2,1,1,1,NA,1,2,NA,5,NA,NA,4,8,NA,1,2,NA,1,2,NA,NA,NA,1,4,5,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,1.35483870967742
"434",434,1102426,1,61417,1,170610,3,1,3,1,2,3,24,4,"S",3,24,"S",1,3,1,2,NA,NA,NA,2,1,NA,NA,NA,2,2,1,2,2,1,3,1,NA,NA,2,1,2,1,1,1,2,2,1,NA,1,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,2,1,2,2,1,2,1,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,1,1,NA,1,1,1,2,-10,1,2,81,6,2,1,1,1,NA,1,1,NA,5,NA,NA,2,7,NA,1,2,NA,1,2,NA,NA,NA,2,5,5,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,1.16129032258065
"435",435,1102442,1,61417,1,170610,2,1,2,1,2,3,37,2,"S",3,37,"S",2,4,1,2,NA,NA,NA,2,1,NA,NA,NA,1,9,1,1,1,2,3,2,NA,NA,1,1,5,5,5,5,2,1,1,NA,1,2,NA,NA,NA,8,NA,NA,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,2,5,1,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,5,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,1,2,NA,1,3,2,1,-3,6,2,46,4,2,1,1,1,NA,1,1,NA,1,NA,1,1,7,NA,1,3,9,NA,9,NA,NA,NA,NA,3,3,2,2,2,0,1,NA,NA,1,1,NA,NA,2,2,4.38709677419355
"436",436,1102447,1,61417,1,170613,2,0,2,1,2,1,25,3,"S",1,25,"S",1,3,1,1,NA,NA,NA,2,1,NA,NA,NA,2,1,1,1,2,1,3,4,NA,NA,1,1,2,2,1,1,2,2,1,NA,2,1,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,2,1,2,2,2,1,1,1,NA,NA,NA,NA,NA,2,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,NA,1,1,NA,1,1,1,2,-6,1,2,65,5,2,1,1,1,NA,1,1,NA,1,NA,2,5,6,NA,1,3,2,NA,2,NA,NA,NA,2,3,3,3,3,3,0,1,NA,NA,1,1,NA,NA,2,2,2.12903225806452
"438",438,1102455,1,61417,1,170612,2,0,2,1,2,3,37,4,"U",3,37,"U",2,2,1,2,NA,NA,NA,2,1,NA,NA,NA,2,2,1,1,1,1,3,2,NA,NA,2,2,2,1,2,2,2,1,1,NA,2,2,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,1,1,1,2,2,1,1,1,1,NA,NA,NA,NA,NA,2,1,1,2,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,1,NA,1,1,NA,1,1,3,1,-4,3,1,62,6,2,1,1,1,NA,1,6,NA,1,NA,2,2,4,NA,1,3,2,NA,2,NA,NA,NA,2,3,3,1,NA,1,0,1,NA,NA,1,1,NA,NA,2,2,1
"439",439,1102459,1,61417,1,170611,3,0,3,1,2,3,48,1,"R",3,48,"R",1,3,1,2,NA,NA,NA,1,1,NA,NA,NA,1,2,1,2,2,2,4,4,NA,NA,1,2,1,2,2,2,2,2,2,NA,2,3,NA,NA,NA,2,NA,NA,2,NA,NA,NA,NA,2,2,1,2,1,2,1,2,1,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,1,1,NA,2,NA,2,1,4,3,1,8,7,2,60,6,2,1,1,1,NA,1,1,NA,1,NA,2,2,6,NA,1,3,1,NA,1,NA,NA,2,NA,1,3,2,2,2,0,2,2,NA,1,0,NA,NA,1,1,6.19354838709677
